5001  0.0100000000	
2.61	0.752704615
2.62	0.743821189
2.63	0.734203701
2.64	0.723861642
2.65	0.712805219
2.66	0.701045344
2.67	0.688593622
2.68	0.67546234
2.69	0.661664459
2.7	0.647213595
2.71	0.63212401
2.72	0.616410594
2.73	0.600088856
2.74	0.583174902
2.75	0.565685425
2.76	0.547637685
2.77	0.529049492
2.78	0.509939192
2.79	0.490325643
2.8	0.470228202
2.81	0.449666702
2.82	0.428661436
2.83	0.407233133
2.84	0.385402939
2.85	0.3631924
2.86	0.340623433
2.87	0.317718313
2.88	0.294499642
2.89	0.270990336
2.9	0.247213595
2.91	0.223192885
2.92	0.19895191
2.93	0.174514593
2.94	0.149905052
2.95	0.125147572
2.96	0.100266587
2.97	0.075286651
2.98	0.050232416
2.99	0.025128607
3	2.94036E-16
3.01	-0.025128607
3.02	-0.050232416
3.03	-0.075286651
3.04	-0.100266587
3.05	-0.125147572
3.06	-0.149905052
3.07	-0.174514593
3.08	-0.19895191
3.09	-0.223192885
3.1	-0.247213595
3.11	-0.270990336
3.12	-0.294499642
3.13	-0.317718313
3.14	-0.340623433
3.15	-0.3631924
3.16	-0.385402939
3.17	-0.407233133
3.18	-0.428661436
3.19	-0.449666702
3.2	-0.470228202
3.21	-0.490325643
3.22	-0.509939192
3.23	-0.529049492
3.24	-0.547637685
3.25	-0.565685425
3.26	-0.583174902
3.27	-0.600088856
3.28	-0.616410594
3.29	-0.63212401
3.3	-0.647213595
3.31	-0.661664459
3.32	-0.67546234
3.33	-0.688593622
3.34	-0.701045344
3.35	-0.712805219
3.36	-0.723861642
3.37	-0.734203701
3.38	-0.743821189
3.39	-0.752704615
3.4	-0.760845213
3.41	-0.768234949
3.42	-0.774866529
3.43	-0.78073341
3.44	-0.785829801
3.45	-0.790150672
3.46	-0.793691761
3.47	-0.796449572
3.48	-0.798421383
3.49	-0.799605248
3.5	-0.8
3.51	-0.799605248
3.52	-0.798421383
3.53	-0.796449572
3.54	-0.793691761
3.55	-0.790150672
3.56	-0.785829801
3.57	-0.78073341
3.58	-0.774866529
3.59	-0.768234949
3.6	-0.760845213
3.61	-0.752704615
3.62	-0.743821189
3.63	-0.734203701
3.64	-0.723861642
3.65	-0.712805219
3.66	-0.701045344
3.67	-0.688593622
3.68	-0.67546234
3.69	-0.661664459
3.7	-0.647213595
3.71	-0.63212401
3.72	-0.616410594
3.73	-0.600088856
3.74	-0.583174902
3.75	-0.565685425
3.76	-0.547637685
3.77	-0.529049492
3.78	-0.509939192
3.79	-0.490325643
3.8	-0.470228202
3.81	-0.449666702
3.82	-0.428661436
3.83	-0.407233133
3.84	-0.385402939
3.85	-0.3631924
3.86	-0.340623433
3.87	-0.317718313
3.88	-0.294499642
3.89	-0.270990336
3.9	-0.247213595
3.91	-0.223192885
3.92	-0.19895191
3.93	-0.174514593
3.94	-0.149905052
3.95	-0.125147572
3.96	-0.100266587
3.97	-0.075286651
3.98	-0.050232416
3.99	-0.025128607
4	-3.92048E-16
4.01	0.025128607
4.02	0.050232416
4.03	0.075286651
4.04	0.100266587
4.05	0.125147572
4.06	0.149905052
4.07	0.174514593
4.08	0.19895191
4.09	0.223192885
4.1	0.247213595
4.11	0.270990336
4.12	0.294499642
4.13	0.317718313
4.14	0.340623433
4.15	0.3631924
4.16	0.385402939
4.17	0.407233133
4.18	0.428661436
4.19	0.449666702
4.2	0.470228202
4.21	0.490325643
4.22	0.509939192
4.23	0.529049492
4.24	0.547637685
4.25	0.565685425
4.26	0.583174902
4.27	0.600088856
4.28	0.616410594
4.29	0.63212401
4.3	0.647213595
4.31	0.661664459
4.32	0.67546234
4.33	0.688593622
4.34	0.701045344
4.35	0.712805219
4.36	0.723861642
4.37	0.734203701
4.38	0.743821189
4.39	0.752704615
4.4	0.760845213
4.41	0.768234949
4.42	0.774866529
4.43	0.78073341
4.44	0.785829801
4.45	0.790150672
4.46	0.793691761
4.47	0.796449572
4.48	0.798421383
4.49	0.799605248
4.5	0.8
4.51	0.799605248
4.52	0.798421383
4.53	0.796449572
4.54	0.793691761
4.55	0.790150672
4.56	0.785829801
4.57	0.78073341
4.58	0.774866529
4.59	0.768234949
4.6	0.760845213
4.61	0.752704615
4.62	0.743821189
4.63	0.734203701
4.64	0.723861642
4.65	0.712805219
4.66	0.701045344
4.67	0.688593622
4.68	0.67546234
4.69	0.661664459
4.7	0.647213595
4.71	0.63212401
4.72	0.616410594
4.73	0.600088856
4.74	0.583174902
4.75	0.565685425
4.76	0.547637685
4.77	0.529049492
4.78	0.509939192
4.79	0.490325643
4.8	0.470228202
4.81	0.449666702
4.82	0.428661436
4.83	0.407233133
4.84	0.385402939
4.85	0.3631924
4.86	0.340623433
4.87	0.317718313
4.88	0.294499642
4.89	0.270990336
4.9	0.247213595
4.91	0.223192885
4.92	0.19895191
4.93	0.174514593
4.94	0.149905052
4.95	0.125147572
4.96	0.100266587
4.97	0.075286651
4.98	0.050232416
4.99	0.025128607
5	4.90059E-16
5.01	-0.025128607
5.02	-0.050232416
5.03	-0.075286651
5.04	-0.100266587
5.05	-0.125147572
5.06	-0.149905052
5.07	-0.174514593
5.08	-0.19895191
5.09	-0.223192885
5.1	-0.247213595
5.11	-0.270990336
5.12	-0.294499642
5.13	-0.317718313
5.14	-0.340623433
5.15	-0.3631924
5.16	-0.385402939
5.17	-0.407233133
5.18	-0.428661436
5.19	-0.449666702
5.2	-0.470228202
5.21	-0.490325643
5.22	-0.509939192
5.23	-0.529049492
5.24	-0.547637685
5.25	-0.565685425
5.26	-0.583174902
5.27	-0.600088856
5.28	-0.616410594
5.29	-0.63212401
5.3	-0.647213595
5.31	-0.661664459
5.32	-0.67546234
5.33	-0.688593622
5.34	-0.701045344
5.35	-0.712805219
5.36	-0.723861642
5.37	-0.734203701
5.38	-0.743821189
5.39	-0.752704615
5.4	-0.760845213
5.41	-0.768234949
5.42	-0.774866529
5.43	-0.78073341
5.44	-0.785829801
5.45	-0.790150672
5.46	-0.793691761
5.47	-0.796449572
5.48	-0.798421383
5.49	-0.799605248
5.5	-0.8
5.51	-0.799605248
5.52	-0.798421383
5.53	-0.796449572
5.54	-0.793691761
5.55	-0.790150672
5.56	-0.785829801
5.57	-0.78073341
5.58	-0.774866529
5.59	-0.768234949
5.6	-0.760845213
5.61	-0.752704615
5.62	-0.743821189
5.63	-0.734203701
5.64	-0.723861642
5.65	-0.712805219
5.66	-0.701045344
5.67	-0.688593622
5.68	-0.67546234
5.69	-0.661664459
5.7	-0.647213595
5.71	-0.63212401
5.72	-0.616410594
5.73	-0.600088856
5.74	-0.583174902
5.75	-0.565685425
5.76	-0.547637685
5.77	-0.529049492
5.78	-0.509939192
5.79	-0.490325643
5.8	-0.470228202
5.81	-0.449666702
5.82	-0.428661436
5.83	-0.407233133
5.84	-0.385402939
5.85	-0.3631924
5.86	-0.340623433
5.87	-0.317718313
5.88	-0.294499642
5.89	-0.270990336
5.9	-0.247213595
5.91	-0.223192885
5.92	-0.19895191
5.93	-0.174514593
5.94	-0.149905052
5.95	-0.125147572
5.96	-0.100266587
5.97	-0.075286651
5.98	-0.050232416
5.99	-0.025128607
6	-5.88071E-16
6.01	0.025128607
6.02	0.050232416
6.03	0.075286651
6.04	0.100266587
6.05	0.125147572
6.06	0.149905052
6.07	0.174514593
6.08	0.19895191
6.09	0.223192885
6.1	0.247213595
6.11	0.270990336
6.12	0.294499642
6.13	0.317718313
6.14	0.340623433
6.15	0.3631924
6.16	0.385402939
6.17	0.407233133
6.18	0.428661436
6.19	0.449666702
6.2	0.470228202
6.21	0.490325643
6.22	0.509939192
6.23	0.529049492
6.24	0.547637685
6.25	0.565685425
6.26	0.583174902
6.27	0.600088856
6.28	0.616410594
6.29	0.63212401
6.3	0.647213595
6.31	0.661664459
6.32	0.67546234
6.33	0.688593622
6.34	0.701045344
6.35	0.712805219
6.36	0.723861642
6.37	0.734203701
6.38	0.743821189
6.39	0.752704615
6.4	0.760845213
6.41	0.768234949
6.42	0.774866529
6.43	0.78073341
6.44	0.785829801
6.45	0.790150672
6.46	0.793691761
6.47	0.796449572
6.48	0.798421383
6.49	0.799605248
6.5	0.8
6.51	0.799605248
6.52	0.798421383
6.53	0.796449572
6.54	0.793691761
6.55	0.790150672
6.56	0.785829801
6.57	0.78073341
6.58	0.774866529
6.59	0.768234949
6.6	0.760845213
6.61	0.752704615
6.62	0.743821189
6.63	0.734203701
6.64	0.723861642
6.65	0.712805219
6.66	0.701045344
6.67	0.688593622
6.68	0.67546234
6.69	0.661664459
6.7	0.647213595
6.71	0.63212401
6.72	0.616410594
6.73	0.600088856
6.74	0.583174902
6.75	0.565685425
6.76	0.547637685
6.77	0.529049492
6.78	0.509939192
6.79	0.490325643
6.8	0.470228202
6.81	0.449666702
6.82	0.428661436
6.83	0.407233133
6.84	0.385402939
6.85	0.3631924
6.86	0.340623433
6.87	0.317718313
6.88	0.294499642
6.89	0.270990336
6.9	0.247213595
6.91	0.223192885
6.92	0.19895191
6.93	0.174514593
6.94	0.149905052
6.95	0.125147572
6.96	0.100266587
6.97	0.075286651
6.98	0.050232416
6.99	0.025128607
7	6.86083E-16
7.01	-0.025128607
7.02	-0.050232416
7.03	-0.075286651
7.04	-0.100266587
7.05	-0.125147572
7.06	-0.149905052
7.07	-0.174514593
7.08	-0.19895191
7.09	-0.223192885
7.1	-0.247213595
7.11	-0.270990336
7.12	-0.294499642
7.13	-0.317718313
7.14	-0.340623433
7.15	-0.3631924
7.16	-0.385402939
7.17	-0.407233133
7.18	-0.428661436
7.19	-0.449666702
7.2	-0.470228202
7.21	-0.490325643
7.22	-0.509939192
7.23	-0.529049492
7.24	-0.547637685
7.25	-0.565685425
7.26	-0.583174902
7.27	-0.600088856
7.28	-0.616410594
7.29	-0.63212401
7.3	-0.647213595
7.31	-0.661664459
7.32	-0.67546234
7.33	-0.688593622
7.34	-0.701045344
7.35	-0.712805219
7.36	-0.723861642
7.37	-0.734203701
7.38	-0.743821189
7.39	-0.752704615
7.4	-0.760845213
7.41	-0.768234949
7.42	-0.774866529
7.43	-0.78073341
7.44	-0.785829801
7.45	-0.790150672
7.46	-0.793691761
7.47	-0.796449572
7.48	-0.798421383
7.49	-0.799605248
7.5	-0.8
7.51	-0.799605248
7.52	-0.798421383
7.53	-0.796449572
7.54	-0.793691761
7.55	-0.790150672
7.56	-0.785829801
7.57	-0.78073341
7.58	-0.774866529
7.59	-0.768234949
7.6	-0.760845213
7.61	-0.752704615
7.62	-0.743821189
7.63	-0.734203701
7.64	-0.723861642
7.65	-0.712805219
7.66	-0.701045344
7.67	-0.688593622
7.68	-0.67546234
7.69	-0.661664459
7.7	-0.647213595
7.71	-0.63212401
7.72	-0.616410594
7.73	-0.600088856
7.74	-0.583174902
7.75	-0.565685425
7.76	-0.547637685
7.77	-0.529049492
7.78	-0.509939192
7.79	-0.490325643
7.8	-0.470228202
7.81	-0.449666702
7.82	-0.428661436
7.83	-0.407233133
7.84	-0.385402939
7.85	-0.3631924
7.86	-0.340623433
7.87	-0.317718313
7.88	-0.294499642
7.89	-0.270990336
7.9	-0.247213595
7.91	-0.223192885
7.92	-0.19895191
7.93	-0.174514593
7.94	-0.149905052
7.95	-0.125147572
7.96	-0.100266587
7.97	-0.075286651
7.98	-0.050232416
7.99	-0.025128607
8	-7.84095E-16
8.01	0.025128607
8.02	0.050232416
8.03	0.075286651
8.04	0.100266587
8.05	0.125147572
8.06	0.149905052
8.07	0.174514593
8.08	0.19895191
8.09	0.223192885
8.1	0.247213595
8.11	0.270990336
8.12	0.294499642
8.13	0.317718313
8.14	0.340623433
8.15	0.3631924
8.16	0.385402939
8.17	0.407233133
8.18	0.428661436
8.19	0.449666702
8.2	0.470228202
8.21	0.490325643
8.22	0.509939192
8.23	0.529049492
8.24	0.547637685
8.25	0.565685425
8.26	0.583174902
8.27	0.600088856
8.28	0.616410594
8.29	0.63212401
8.3	0.647213595
8.31	0.661664459
8.32	0.67546234
8.33	0.688593622
8.34	0.701045344
8.35	0.712805219
8.36	0.723861642
8.37	0.734203701
8.38	0.743821189
8.39	0.752704615
8.4	0.760845213
8.41	0.768234949
8.42	0.774866529
8.43	0.78073341
8.44	0.785829801
8.45	0.790150672
8.46	0.793691761
8.47	0.796449572
8.48	0.798421383
8.49	0.799605248
8.5	0.8
8.51	0.799605248
8.52	0.798421383
8.53	0.796449572
8.54	0.793691761
8.55	0.790150672
8.56	0.785829801
8.57	0.78073341
8.58	0.774866529
8.59	0.768234949
8.6	0.760845213
8.61	0.752704615
8.62	0.743821189
8.63	0.734203701
8.64	0.723861642
8.65	0.712805219
8.66	0.701045344
8.67	0.688593622
8.68	0.67546234
8.69	0.661664459
8.7	0.647213595
8.71	0.63212401
8.72	0.616410594
8.73	0.600088856
8.74	0.583174902
8.75	0.565685425
8.76	0.547637685
8.77	0.529049492
8.78	0.509939192
8.79	0.490325643
8.8	0.470228202
8.81	0.449666702
8.82	0.428661436
8.83	0.407233133
8.84	0.385402939
8.85	0.3631924
8.86	0.340623433
8.87	0.317718313
8.88	0.294499642
8.89	0.270990336
8.9	0.247213595
8.91	0.223192885
8.92	0.19895191
8.93	0.174514593
8.94	0.149905052
8.95	0.125147572
8.96	0.100266587
8.97	0.075286651
8.98	0.050232416
8.99	0.025128607
9	8.82107E-16
9.01	-0.025128607
9.02	-0.050232416
9.03	-0.075286651
9.04	-0.100266587
9.05	-0.125147572
9.06	-0.149905052
9.07	-0.174514593
9.08	-0.19895191
9.09	-0.223192885
9.1	-0.247213595
9.11	-0.270990336
9.12	-0.294499642
9.13	-0.317718313
9.14	-0.340623433
9.15	-0.3631924
9.16	-0.385402939
9.17	-0.407233133
9.18	-0.428661436
9.19	-0.449666702
9.2	-0.470228202
9.21	-0.490325643
9.22	-0.509939192
9.23	-0.529049492
9.24	-0.547637685
9.25	-0.565685425
9.26	-0.583174902
9.27	-0.600088856
9.28	-0.616410594
9.29	-0.63212401
9.3	-0.647213595
9.31	-0.661664459
9.32	-0.67546234
9.33	-0.688593622
9.34	-0.701045344
9.35	-0.712805219
9.36	-0.723861642
9.37	-0.734203701
9.38	-0.743821189
9.39	-0.752704615
9.4	-0.760845213
9.41	-0.768234949
9.42	-0.774866529
9.43	-0.78073341
9.44	-0.785829801
9.45	-0.790150672
9.46	-0.793691761
9.47	-0.796449572
9.48	-0.798421383
9.49	-0.799605248
9.5	-0.8
9.51	-0.799605248
9.52	-0.798421383
9.53	-0.796449572
9.54	-0.793691761
9.55	-0.790150672
9.56	-0.785829801
9.57	-0.78073341
9.58	-0.774866529
9.59	-0.768234949
9.6	-0.760845213
9.61	-0.752704615
9.62	-0.743821189
9.63	-0.734203701
9.64	-0.723861642
9.65	-0.712805219
9.66	-0.701045344
9.67	-0.688593622
9.68	-0.67546234
9.69	-0.661664459
9.7	-0.647213595
9.71	-0.63212401
9.72	-0.616410594
9.73	-0.600088856
9.74	-0.583174902
9.75	-0.565685425
9.76	-0.547637685
9.77	-0.529049492
9.78	-0.509939192
9.79	-0.490325643
9.8	-0.470228202
9.81	-0.449666702
9.82	-0.428661436
9.83	-0.407233133
9.84	-0.385402939
9.85	-0.3631924
9.86	-0.340623433
9.87	-0.317718313
9.88	-0.294499642
9.89	-0.270990336
9.9	-0.247213595
9.91	-0.223192885
9.92	-0.19895191
9.93	-0.174514593
9.94	-0.149905052
9.95	-0.125147572
9.96	-0.100266587
9.97	-0.075286651
9.98	-0.050232416
9.99	-0.025128607
10	-9.80119E-16
10.01	0.025128607
10.02	0.050232416
10.03	0.075286651
10.04	0.100266587
10.05	0.125147572
10.06	0.149905052
10.07	0.174514593
10.08	0.19895191
10.09	0.223192885
10.1	0.247213595
10.11	0.270990336
10.12	0.294499642
10.13	0.317718313
10.14	0.340623433
10.15	0.3631924
10.16	0.385402939
10.17	0.407233133
10.18	0.428661436
10.19	0.449666702
10.2	0.470228202
10.21	0.490325643
10.22	0.509939192
10.23	0.529049492
10.24	0.547637685
10.25	0.565685425
10.26	0.583174902
10.27	0.600088856
10.28	0.616410594
10.29	0.63212401
10.3	0.647213595
10.31	0.661664459
10.32	0.67546234
10.33	0.688593622
10.34	0.701045344
10.35	0.712805219
10.36	0.723861642
10.37	0.734203701
10.38	0.743821189
10.39	0.752704615
10.4	0.760845213
10.41	0.768234949
10.42	0.774866529
10.43	0.78073341
10.44	0.785829801
10.45	0.790150672
10.46	0.793691761
10.47	0.796449572
10.48	0.798421383
10.49	0.799605248
10.5	0.8
10.51	0.799605248
10.52	0.798421383
10.53	0.796449572
10.54	0.793691761
10.55	0.790150672
10.56	0.785829801
10.57	0.78073341
10.58	0.774866529
10.59	0.768234949
10.6	0.760845213
10.61	0.752704615
10.62	0.743821189
10.63	0.734203701
10.64	0.723861642
10.65	0.712805219
10.66	0.701045344
10.67	0.688593622
10.68	0.67546234
10.69	0.661664459
10.7	0.647213595
10.71	0.63212401
10.72	0.616410594
10.73	0.600088856
10.74	0.583174902
10.75	0.565685425
10.76	0.547637685
10.77	0.529049492
10.78	0.509939192
10.79	0.490325643
10.8	0.470228202
10.81	0.449666702
10.82	0.428661436
10.83	0.407233133
10.84	0.385402939
10.85	0.3631924
10.86	0.340623433
10.87	0.317718313
10.88	0.294499642
10.89	0.270990336
10.9	0.247213595
10.91	0.223192885
10.92	0.19895191
10.93	0.174514593
10.94	0.149905052
10.95	0.125147572
10.96	0.100266587
10.97	0.075286651
10.98	0.050232416
10.99	0.025128607
11	3.9203E-15
11.01	-0.025128607
11.02	-0.050232416
11.03	-0.075286651
11.04	-0.100266587
11.05	-0.125147572
11.06	-0.149905052
11.07	-0.174514593
11.08	-0.19895191
11.09	-0.223192885
11.1	-0.247213595
11.11	-0.270990336
11.12	-0.294499642
11.13	-0.317718313
11.14	-0.340623433
11.15	-0.3631924
11.16	-0.385402939
11.17	-0.407233133
11.18	-0.428661436
11.19	-0.449666702
11.2	-0.470228202
11.21	-0.490325643
11.22	-0.509939192
11.23	-0.529049492
11.24	-0.547637685
11.25	-0.565685425
11.26	-0.583174902
11.27	-0.600088856
11.28	-0.616410594
11.29	-0.63212401
11.3	-0.647213595
11.31	-0.661664459
11.32	-0.67546234
11.33	-0.688593622
11.34	-0.701045344
11.35	-0.712805219
11.36	-0.723861642
11.37	-0.734203701
11.38	-0.743821189
11.39	-0.752704615
11.4	-0.760845213
11.41	-0.768234949
11.42	-0.774866529
11.43	-0.78073341
11.44	-0.785829801
11.45	-0.790150672
11.46	-0.793691761
11.47	-0.796449572
11.48	-0.798421383
11.49	-0.799605248
11.5	-0.8
11.51	-0.799605248
11.52	-0.798421383
11.53	-0.796449572
11.54	-0.793691761
11.55	-0.790150672
11.56	-0.785829801
11.57	-0.78073341
11.58	-0.774866529
11.59	-0.768234949
11.6	-0.760845213
11.61	-0.752704615
11.62	-0.743821189
11.63	-0.734203701
11.64	-0.723861642
11.65	-0.712805219
11.66	-0.701045344
11.67	-0.688593622
11.68	-0.67546234
11.69	-0.661664459
11.7	-0.647213595
11.71	-0.63212401
11.72	-0.616410594
11.73	-0.600088856
11.74	-0.583174902
11.75	-0.565685425
11.76	-0.547637685
11.77	-0.529049492
11.78	-0.509939192
11.79	-0.490325643
11.8	-0.470228202
11.81	-0.449666702
11.82	-0.428661436
11.83	-0.407233133
11.84	-0.385402939
11.85	-0.3631924
11.86	-0.340623433
11.87	-0.317718313
11.88	-0.294499642
11.89	-0.270990336
11.9	-0.247213595
11.91	-0.223192885
11.92	-0.19895191
11.93	-0.174514593
11.94	-0.149905052
11.95	-0.125147572
11.96	-0.100266587
11.97	-0.075286651
11.98	-0.050232416
11.99	-0.025128607
12	-1.17614E-15
12.01	0.025128607
12.02	0.050232416
12.03	0.075286651
12.04	0.100266587
12.05	0.125147572
12.06	0.149905052
12.07	0.174514593
12.08	0.19895191
12.09	0.223192885
12.1	0.247213595
12.11	0.270990336
12.12	0.294499642
12.13	0.317718313
12.14	0.340623433
12.15	0.3631924
12.16	0.385402939
12.17	0.407233133
12.18	0.428661436
12.19	0.449666702
12.2	0.470228202
12.21	0.490325643
12.22	0.509939192
12.23	0.529049492
12.24	0.547637685
12.25	0.565685425
12.26	0.583174902
12.27	0.600088856
12.28	0.616410594
12.29	0.63212401
12.3	0.647213595
12.31	0.661664459
12.32	0.67546234
12.33	0.688593622
12.34	0.701045344
12.35	0.712805219
12.36	0.723861642
12.37	0.734203701
12.38	0.743821189
12.39	0.752704615
12.4	0.760845213
12.41	0.768234949
12.42	0.774866529
12.43	0.78073341
12.44	0.785829801
12.45	0.790150672
12.46	0.793691761
12.47	0.796449572
12.48	0.798421383
12.49	0.799605248
12.5	0.8
12.51	0.799605248
12.52	0.798421383
12.53	0.796449572
12.54	0.793691761
12.55	0.790150672
12.56	0.785829801
12.57	0.78073341
12.58	0.774866529
12.59	0.768234949
12.6	0.760845213
12.61	0.752704615
12.62	0.743821189
12.63	0.734203701
12.64	0.723861642
12.65	0.712805219
12.66	0.701045344
12.67	0.688593622
12.68	0.67546234
12.69	0.661664459
12.7	0.647213595
12.71	0.63212401
12.72	0.616410594
12.73	0.600088856
12.74	0.583174902
12.75	0.565685425
12.76	0.547637685
12.77	0.529049492
12.78	0.509939192
12.79	0.490325643
12.8	0.470228202
12.81	0.449666702
12.82	0.428661436
12.83	0.407233133
12.84	0.385402939
12.85	0.3631924
12.86	0.340623433
12.87	0.317718313
12.88	0.294499642
12.89	0.270990336
12.9	0.247213595
12.91	0.223192885
12.92	0.19895191
12.93	0.174514593
12.94	0.149905052
12.95	0.125147572
12.96	0.100266587
12.97	0.075286651
12.98	0.050232416
12.99	0.025128607
13	-1.56802E-15
13.01	-0.025128607
13.02	-0.050232416
13.03	-0.075286651
13.04	-0.100266587
13.05	-0.125147572
13.06	-0.149905052
13.07	-0.174514593
13.08	-0.19895191
13.09	-0.223192885
13.1	-0.247213595
13.11	-0.270990336
13.12	-0.294499642
13.13	-0.317718313
13.14	-0.340623433
13.15	-0.3631924
13.16	-0.385402939
13.17	-0.407233133
13.18	-0.428661436
13.19	-0.449666702
13.2	-0.470228202
13.21	-0.490325643
13.22	-0.509939192
13.23	-0.529049492
13.24	-0.547637685
13.25	-0.565685425
13.26	-0.583174902
13.27	-0.600088856
13.28	-0.616410594
13.29	-0.63212401
13.3	-0.647213595
13.31	-0.661664459
13.32	-0.67546234
13.33	-0.688593622
13.34	-0.701045344
13.35	-0.712805219
13.36	-0.723861642
